rep,site,site_code,date,microsite_number,microsite,shrub_ID,shrub_number,total_shrub,microsite_lat,microsite_long,shrub_lat,shrub_long,x,y,z,ground_temp,RH,handheld_temp,camera1_lat,camera1_long,camera2_lat,camera2_long,pendant1_lat,pendant1_long,pendant2_lat,pendant2_long,,
392,Mojave,Tecopa_shrub,05/08/2023,2,Density,107,4,11,35.85266,-116.18361,35.85288,-116.1833,98,90,127,24.21,27.56,24.4,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85287,-116.18432,,
393,Mojave,Tecopa_shrub,05/08/2023,2,Density,108,5,11,35.85266,-116.18361,35.85283,-116.18314,194,175,112,24.45,26.99,45.1,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85287,-116.18432,,
394,Mojave,Tecopa_shrub,05/08/2023,2,Density,109,6,11,35.85266,-116.18361,35.85272,-116.1832,148,140,114,24.02,27.56,24,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85287,-116.18432,,
395,Mojave,Tecopa_shrub,05/08/2023,2,Density,110,7,11,35.85266,-116.18361,35.85273,-116.18323,93,84,111,24.16,27.72,34.5,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85287,-116.18432,,
396,Mojave,Tecopa_shrub,05/08/2023,2,Density,111,8,11,35.85266,-116.18361,35.85275,-116.18326,123,108,94,24.93,27.27,25.2,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85287,-116.18432,,
397,Mojave,Tecopa_shrub,05/08/2023,2,Density,112,9,11,35.85266,-116.18361,35.85271,-116.1833,219,131,116,24.3,27.66,28.8,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85287,-116.18432,,
398,Mojave,Tecopa_shrub,05/08/2023,2,Density,113,10,11,35.85266,-116.18361,35.85284,-116.18341,192,140,125,23.62,28.15,23.1,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85287,-116.18432,,
399,Mojave,Tecopa_shrub,05/08/2023,2,Density,114,11,11,35.85266,-116.18361,35.85283,-116.18346,115,100,113,24.37,28.46,38.6,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85287,-116.18432,,
400,Mojave,Tecopa_shrub,05/08/2023,3,Density,115,1,11,35.8528,-116.18421,35.85294,-116.18427,291,247,137,24.23,27.62,21.3,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,17409
401,Mojave,Tecopa_shrub,05/08/2023,3,Density,116,2,11,35.8528,-116.18421,35.85291,-116.1843,128,117,115,23.44,27.74,22.1,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
402,Mojave,Tecopa_shrub,05/08/2023,3,Density,117,3,11,35.8528,-116.18421,35.85288,-116.18421,128,106,122,23.78,27.95,27.1,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
403,Mojave,Tecopa_shrub,05/08/2023,3,Density,118,4,11,35.8528,-116.18421,35.85278,-116.18414,70,55,101,23.29,27.75,21.8,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
404,Mojave,Tecopa_shrub,05/08/2023,3,Density,119,5,11,35.8528,-116.18421,35.85274,-116.18415,96,62,79,23.16,28.56,31.1,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
405,Mojave,Tecopa_shrub,05/08/2023,3,Density,120,6,11,35.8528,-116.18421,35.85268,-116.18417,164,97,94,24.13,27.81,39.8,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
406,Mojave,Tecopa_shrub,05/08/2023,3,Density,121,7,11,35.8528,-116.18421,35.85269,-116.18409,101,88,69,23.78,27.8,40.8,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
407,Mojave,Tecopa_shrub,05/08/2023,3,Density,122,8,11,35.8528,-116.18421,35.85266,-116.18423,125,88,104,24.1,27.75,30.9,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
408,Mojave,Tecopa_shrub,05/08/2023,3,Density,123,9,11,35.8528,-116.18421,35.85268,-116.18422,89,80,78,24.42,27.34,23,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
409,Mojave,Tecopa_shrub,05/08/2023,3,Density,124,10,11,35.8528,-116.18421,35.8528,-116.18428,63,33,58,25.07,26.51,32.6,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
410,Mojave,Tecopa_shrub,05/08/2023,3,Density,125,11,11,35.8528,-116.18421,35.85287,-116.18432,95,87,111,24.96,26.58,27.7,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85287,-116.18432,,
411,Mojave,Tecopa_shrub,05/08/2023,4,Density,115,1,10,35.85267,-116.18457,35.85282,-116.18468,108,86,96,24.43,26.89,23.9,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,18246,17429
412,Mojave,Tecopa_shrub,05/08/2023,4,Density,116,2,10,35.85267,-116.18457,35.85278,-116.18451,69,63,66,24.28,27.78,34.1,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
413,Mojave,Tecopa_shrub,05/08/2023,4,Density,117,3,10,35.85267,-116.18457,35.85276,-116.18447,133,80,53,24.5,26.94,22.1,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
414,Mojave,Tecopa_shrub,05/08/2023,4,Density,118,4,10,35.85267,-116.18457,35.85263,-116.18444,153,73,78,24.36,26.72,32.2,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
415,Mojave,Tecopa_shrub,05/08/2023,4,Density,119,5,10,35.85267,-116.18457,35.85263,-116.18448,137,72,68,24.81,26.52,22.6,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
416,Mojave,Tecopa_shrub,05/08/2023,4,Density,120,6,10,35.85267,-116.18457,35.85258,-116.1845,85,64,55,25.81,25.27,21.8,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
417,Mojave,Tecopa_shrub,05/08/2023,4,Density,121,7,10,35.85267,-116.18457,35.85253,-116.18451,60,60,58,24.68,26.26,28.7,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
418,Mojave,Tecopa_shrub,05/08/2023,4,Density,122,8,10,35.85267,-116.18457,35.85265,-116.18465,103,102,73,25.11,26.01,29.1,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
419,Mojave,Tecopa_shrub,05/08/2023,4,Density,123,9,10,35.85267,-116.18457,35.85263,-116.18472,115,80,77,25.74,25.47,22.7,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
420,Mojave,Tecopa_shrub,05/08/2023,4,Density,124,10,10,35.85267,-116.18457,35.85285,-116.18472,128,105,99,25.55,25.34,25.6,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85253,-116.18451,,
421,Mojave,Tecopa_open,05/08/2023,1,Open,,,,35.85489,-116.17944,,,,,,26.74,23.75,34.2,35.85498,-116.17963,35.8548,-116.17924,35.85498,-116.17963,35.8548,-116.17924,18219,18023
422,Mojave,_open,05/08/2023,1,Open,,,,35.85489,-116.17944,,,,,,25.7,25.19,33,35.85498,-116.17963,35.8548,-116.17924,35.85498,-116.17963,35.8548,-116.17924,,
423,Mojave,Tecopa_open,05/08/2023,2,Open,,,,35.8544,-116.17934,,,,,,26.1,24.71,29.8,35.85442,-116.17972,35.85442,-116.17955,35.85442,-116.17972,35.85442,-116.17955,160331,162412
424,Mojave,_open,05/08/2023,2,Open,,,,35.8544,-116.17934,,,,,,25.55,24.55,33.7,35.85442,-116.17972,35.85442,-116.17955,35.85442,-116.17972,35.85442,-116.17955,,
425,Mojave,Tecopa_open,05/08/2023,3,Open,,,,35.85479,-116.17885,,,,,,25.95,23.93,34,35.85483,-116.17908,35.85474,-116.17866,35.85483,-116.17908,35.85474,-116.17866,18228,18257
426,Mojave,_open,05/08/2023,3,Open,,,,35.85479,-116.17885,,,,,,25.88,25.27,30,35.85483,-116.17908,35.85474,-116.17866,35.85483,-116.17908,35.85474,-116.17866,,
427,Mojave,Tecopa_open,05/08/2023,4,Open,,,,35.85521,-116.17858,,,,,,26.33,23.91,36,35.85511,-116.17831,35.85527,-116.1787,35.85511,-116.17831,35.85527,-116.1787,,
428,Mojave,_open,05/08/2023,4,Open,,,,35.85521,-116.17858,,,,,,26.17,24.18,31.9,35.85511,-116.17831,35.85527,-116.1787,35.85511,-116.17831,35.85527,-116.1787,,
28,Cuyama,Cuyama_2,04/19/2023,1,Density,28,1,11,34.85443,-119.48605,34.85431,-119.48598,339,307,144,4.65,42.57,8,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
29,Cuyama,Cuyama_2,04/19/2023,1,Density,29,2,11,34.85443,-119.48605,34.85429,-119.48615,402,253,143,4.2,44.55,11.1,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
30,Cuyama,Cuyama_2,04/19/2023,1,Density,30,3,11,34.85443,-119.48605,34.85437,-119.48611,306,273,162,3.84,47.07,6.4,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
31,Cuyama,Cuyama_2,04/19/2023,1,Density,31,4,11,34.85443,-119.48605,34.85441,-119.48611,304,297,168,4.33,47.14,15.8,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
32,Cuyama,Cuyama_2,04/19/2023,1,Density,32,5,11,34.85443,-119.48605,34.85447,-119.48622,420,320,158,4.25,46.55,6.3,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
33,Cuyama,Cuyama_2,04/19/2023,1,Density,33,6,11,34.85443,-119.48605,34.85453,-119.48618,254,238,122,3.52,45.96,21.4,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
34,Cuyama,Cuyama_2,04/19/2023,1,Density,34,7,11,34.85443,-119.48605,34.85458,-119.48613,357,356,146,3.68,48.65,3.5,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
35,Cuyama,Cuyama_2,04/19/2023,1,Density,35,8,11,34.85443,-119.48605,34.85465,-119.48612,487,418,155,4.03,47.05,6.6,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
36,Cuyama,Cuyama_2,04/19/2023,1,Density,36,9,11,34.85443,-119.48605,34.85471,-119.48601,337,325,160,3.96,47.43,6.2,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
37,Cuyama,Cuyama_2,04/19/2023,1,Density,37,10,11,34.85443,-119.48605,34.8546,-119.48595,357,334,163,4.37,47.37,11.5,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
38,Cuyama,Cuyama_2,04/19/2023,1,Density,38,11,11,34.85443,-119.48605,34.85452,-119.48598,435,419,171,9.37,45.09,6.6,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
39,Cuyama,Cuyama_2,04/19/2023,2,Density,39,1,11,34.8537,-119.48597,34.85379,-119.48594,347,335,185,10.22,48.64,12.8,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
40,Cuyama,Cuyama_2,04/19/2023,2,Density,40,2,11,34.8537,-119.48597,34.85368,-119.48573,376,356,169,12.53,44.58,19.9,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
41,Cuyama,Cuyama_2,04/19/2023,2,Density,41,3,11,34.8537,-119.48597,34.85348,-119.48561,330,313,174,12.09,45.54,6.9,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
42,Cuyama,Cuyama_2,04/19/2023,2,Density,42,4,11,34.8537,-119.48597,34.85355,-119.48567,330,295,166,11.71,44.3,11,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
43,Cuyama,Cuyama_2,04/19/2023,2,Density,43,5,11,34.8537,-119.48597,34.8535,-119.48595,156,142,86,11.08,44.5,8.6,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
44,Cuyama,Cuyama_2,04/19/2023,2,Density,44,6,11,34.8537,-119.48597,34.85362,-119.48598,235,231,146,10.34,45.9,7.1,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
45,Cuyama,Cuyama_2,04/19/2023,2,Density,45,7,11,34.8537,-119.48597,34.85356,-119.48605,594,538,213,10.13,48.19,18.8,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
46,Cuyama,Cuyama_2,04/19/2023,2,Density,46,8,11,34.8537,-119.48597,34.85366,-119.48608,426,381,209,10.7,46.78,24.07,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
47,Cuyama,Cuyama_2,04/19/2023,2,Density,47,9,11,34.8537,-119.48597,34.85369,-119.48623,317,315,167,10.45,47.2,12.8,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
48,Cuyama,Cuyama_2,04/19/2023,2,Density,48,10,11,34.8537,-119.48597,34.85381,-119.48626,167,131,97,9.27,47.79,13,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
49,Cuyama,Cuyama_2,04/19/2023,2,Density,49,11,11,34.8537,-119.48597,34.85393,-119.48602,280,264,137,9.85,46.07,17.8,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
54,Cuyama,Cuyama_2,04/19/2023,1,Open,,,,34.85491,-119.48505,,,,,,5.38,37.85,12.7,34.85474,-119.48492,34.85503,-119.48515,34.85491,-119.48505,34.85491,-119.48505,,
55,Cuyama,Cuyama_2,04/19/2023,1,Open,,,,34.85491,-119.48505,,,,,,4.26,41.76,11.8,34.85474,-119.48492,34.85503,-119.48515,34.85491,-119.48505,34.85491,-119.48505,,
56,Cuyama,Cuyama_2,04/19/2023,2,Open,,,,34.85442,-119.4848,,,,,,5.33,40.02,16.2,34.8542,-119.48468,34.85459,-119.48492,34.85442,-119.4848,34.85442,-119.4848,,
57,Cuyama,Cuyama_2,04/19/2023,2,Open,,,,34.85442,-119.4848,,,,,,4.34,43.5,17.6,34.8542,-119.48468,34.85459,-119.48492,34.85442,-119.4848,34.85442,-119.4848,,
187,Cuyama,Cuyama_2,04/27/2023,1,Density,28,1,11,34.85443,-119.48605,34.85431,-119.48598,339,307,144,30.63,28.63,38,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
188,Cuyama,Cuyama_2,04/27/2023,1,Density,29,2,11,34.85443,-119.48605,34.85429,-119.48615,402,253,143,28.6,27.82,33.1,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
189,Cuyama,Cuyama_2,04/27/2023,1,Density,30,3,11,34.85443,-119.48605,34.85437,-119.48611,306,273,162,29.16,29,24.1,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
190,Cuyama,Cuyama_2,04/27/2023,1,Density,31,4,11,34.85443,-119.48605,34.85441,-119.48611,304,297,168,28.39,30.02,33.8,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
191,Cuyama,Cuyama_2,04/27/2023,1,Density,32,5,11,34.85443,-119.48605,34.85447,-119.48622,420,320,158,28.99,27.59,28.3,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
192,Cuyama,Cuyama_2,04/27/2023,1,Density,33,6,11,34.85443,-119.48605,34.85453,-119.48618,254,238,122,28.43,29.99,21.4,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
193,Cuyama,Cuyama_2,04/27/2023,1,Density,34,7,11,34.85443,-119.48605,34.85458,-119.48613,357,356,146,28.93,28.87,35.8,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
194,Cuyama,Cuyama_2,04/27/2023,1,Density,35,8,11,34.85443,-119.48605,34.85465,-119.48612,487,418,155,29.47,27.42,25.4,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
195,Cuyama,Cuyama_2,04/27/2023,1,Density,36,9,11,34.85443,-119.48605,34.85471,-119.48601,337,325,160,30,27.43,22.7,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
196,Cuyama,Cuyama_2,04/27/2023,1,Density,37,10,11,34.85443,-119.48605,34.8546,-119.48595,357,334,163,30.18,26.93,22.7,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
197,Cuyama,Cuyama_2,04/27/2023,1,Density,38,11,11,34.85443,-119.48605,34.85452,-119.48598,435,419,171,29.79,27.61,24.3,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
198,Cuyama,Cuyama_2,04/27/2023,2,Density,39,1,11,34.8537,-119.48597,34.85379,-119.48594,347,335,185,30.09,25.45,27.5,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
199,Cuyama,Cuyama_2,04/27/2023,2,Density,40,2,11,34.8537,-119.48597,34.85368,-119.48573,376,356,169,30.37,27.92,23.2,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
200,Cuyama,Cuyama_2,04/27/2023,2,Density,41,3,11,34.8537,-119.48597,34.85348,-119.48561,330,313,174,30.57,29.04,33.6,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
201,Cuyama,Cuyama_2,04/27/2023,2,Density,42,4,11,34.8537,-119.48597,34.85355,-119.48567,330,295,166,30.22,29.12,28.6,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
202,Cuyama,Cuyama_2,04/27/2023,2,Density,43,5,11,34.8537,-119.48597,34.8535,-119.48595,156,142,86,28.26,28.87,43.9,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
203,Cuyama,Cuyama_2,04/27/2023,2,Density,44,6,11,34.8537,-119.48597,34.85362,-119.48598,235,231,146,27.67,28.54,34.2,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
204,Cuyama,Cuyama_2,04/27/2023,2,Density,45,7,11,34.8537,-119.48597,34.85356,-119.48605,594,538,213,28.99,30.27,34.2,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
205,Cuyama,Cuyama_2,04/27/2023,2,Density,46,8,11,34.8537,-119.48597,34.85366,-119.48608,426,381,209,29.64,29.15,27.7,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
206,Cuyama,Cuyama_2,04/27/2023,2,Density,47,9,11,34.8537,-119.48597,34.85369,-119.48623,317,315,167,30.11,27.87,47.5,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
207,Cuyama,Cuyama_2,04/27/2023,2,Density,48,10,11,34.8537,-119.48597,34.85381,-119.48626,167,131,97,29.7,27.52,30.2,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
208,Cuyama,Cuyama_2,04/27/2023,2,Density,49,11,11,34.8537,-119.48597,34.85393,-119.48602,280,264,137,28.98,30.32,25.1,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
213,Cuyama,Cuyama_2,04/27/2023,1,Open,,,,34.85491,-119.48505,,,,,,32.87,26.2,32.1,34.85474,-119.48492,34.85503,-119.48515,34.85491,-119.48505,34.85491,-119.48505,,
214,Cuyama,Cuyama_2,04/27/2023,1,Open,,,,34.85491,-119.48505,,,,,,28.78,26.88,29.9,34.85474,-119.48492,34.85503,-119.48515,34.85491,-119.48505,34.85491,-119.48505,,
215,Cuyama,Cuyama_2,04/27/2023,2,Open,,,,34.85442,-119.4848,,,,,,34.04,23.01,33.8,34.8542,-119.48468,34.85459,-119.48492,34.85442,-119.4848,34.85442,-119.4848,,
216,Cuyama,Cuyama_2,04/27/2023,2,Open,,,,34.85442,-119.4848,,,,,,33.81,23.36,36.7,34.8542,-119.48468,34.85459,-119.48492,34.85442,-119.4848,34.85442,-119.4848,,
296,Cuyama,Cuyama_2,05/03/2023,1,Density,28,1,11,34.85443,-119.48605,34.85431,-119.48598,339,307,144,18.76,32.41,20.7,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
297,Cuyama,Cuyama_2,05/03/2023,1,Density,29,2,11,34.85443,-119.48605,34.85429,-119.48615,402,253,143,17.52,34.14,26.4,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
298,Cuyama,Cuyama_2,05/03/2023,1,Density,30,3,11,34.85443,-119.48605,34.85437,-119.48611,306,273,162,15.99,35.32,20.8,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
299,Cuyama,Cuyama_2,05/03/2023,1,Density,31,4,11,34.85443,-119.48605,34.85441,-119.48611,304,297,168,15.82,35.37,20.9,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
300,Cuyama,Cuyama_2,05/03/2023,1,Density,32,5,11,34.85443,-119.48605,34.85447,-119.48622,420,320,158,17.29,37.86,15.1,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
301,Cuyama,Cuyama_2,05/03/2023,1,Density,33,6,11,34.85443,-119.48605,34.85453,-119.48618,254,238,122,19.09,31.18,17.4,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
302,Cuyama,Cuyama_2,05/03/2023,1,Density,34,7,11,34.85443,-119.48605,34.85458,-119.48613,357,356,146,18.85,30.66,16.1,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
303,Cuyama,Cuyama_2,05/03/2023,1,Density,35,8,11,34.85443,-119.48605,34.85465,-119.48612,487,418,155,18.17,32.01,16.7,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
304,Cuyama,Cuyama_2,05/03/2023,1,Density,36,9,11,34.85443,-119.48605,34.85471,-119.48601,337,325,160,18.4,33.33,18.6,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
305,Cuyama,Cuyama_2,05/03/2023,1,Density,37,10,11,34.85443,-119.48605,34.8546,-119.48595,357,334,163,18.62,32.48,18.6,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
306,Cuyama,Cuyama_2,05/03/2023,1,Density,38,11,11,34.85443,-119.48605,34.85452,-119.48598,435,419,171,16.72,34.9,14.8,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
307,Cuyama,Cuyama_2,05/03/2023,2,Density,39,1,11,34.8537,-119.48597,34.85379,-119.48594,347,335,185,17.84,33.62,14.2,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
308,Cuyama,Cuyama_2,05/03/2023,2,Density,40,2,11,34.8537,-119.48597,34.85368,-119.48573,376,356,169,17.71,34.76,15.2,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
309,Cuyama,Cuyama_2,05/03/2023,2,Density,41,3,11,34.8537,-119.48597,34.85348,-119.48561,330,313,174,15.65,36.86,21.9,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
310,Cuyama,Cuyama_2,05/03/2023,2,Density,42,4,11,34.8537,-119.48597,34.85355,-119.48567,330,295,166,15.57,37,22.9,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
311,Cuyama,Cuyama_2,05/03/2023,2,Density,43,5,11,34.8537,-119.48597,34.8535,-119.48595,156,142,86,16.68,38.07,18.1,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
312,Cuyama,Cuyama_2,05/03/2023,2,Density,44,6,11,34.8537,-119.48597,34.85362,-119.48598,235,231,146,15.73,37.26,18.1,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
313,Cuyama,Cuyama_2,05/03/2023,2,Density,45,7,11,34.8537,-119.48597,34.85356,-119.48605,594,538,213,17.2,34.1,15.1,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
314,Cuyama,Cuyama_2,05/03/2023,2,Density,46,8,11,34.8537,-119.48597,34.85366,-119.48608,426,381,209,17.1,34.14,16.6,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
315,Cuyama,Cuyama_2,05/03/2023,2,Density,47,9,11,34.8537,-119.48597,34.85369,-119.48623,317,315,167,16.52,34.44,19.5,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
316,Cuyama,Cuyama_2,05/03/2023,2,Density,48,10,11,34.8537,-119.48597,34.85381,-119.48626,167,131,97,17.27,33.9,19.5,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
317,Cuyama,Cuyama_2,05/03/2023,2,Density,49,11,11,34.8537,-119.48597,34.85393,-119.48602,280,264,137,17.63,34.65,18.8,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605,,
322,Cuyama,Cuyama_2,05/03/2023,1,Open,,,,34.85491,-119.48505,,,,,,19.05,30.1,22.7,34.85474,-119.48492,34.85503,-119.48515,34.85491,-119.48505,34.85491,-119.48505,,
323,Cuyama,Cuyama_2,05/03/2023,1,Open,,,,34.85491,-119.48505,,,,,,19.26,30.94,22.5,34.85474,-119.48492,34.85503,-119.48515,34.85491,-119.48505,34.85491,-119.48505,,
324,Cuyama,Cuyama_2,05/03/2023,2,Open,,,,34.85442,-119.4848,,,,,,16.9,31.09,20.1,34.8542,-119.48468,34.85459,-119.48492,34.85442,-119.4848,34.85442,-119.4848,,
325,Cuyama,Cuyama_2,05/03/2023,2,Open,,,,34.85442,-119.4848,,,,,,17.02,31.82,20.8,34.8542,-119.48468,34.85459,-119.48492,34.85442,-119.4848,34.85442,-119.4848,,
326,Cuyama,Cuyama_2,05/03/2023,2,Open,,,,34.85442,-119.4848,,,,,,4.34,43.5,17.6,34.8542,-119.48468,34.85459,-119.48492,34.85442,-119.4848,34.85442,-119.4848,,
456,Cuyama,Cuyama_2,05/10/2023,1,Density,28,1,11,34.85443,-119.48605,34.85431,-119.48598,339,307,144,17.52,51.24,18.2,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
457,Cuyama,Cuyama_2,05/10/2023,1,Density,29,2,11,34.85443,-119.48605,34.85429,-119.48615,402,253,143,16.99,47.53,13.1,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85458,-119.48613,,
